CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
771.0930176,781.0227661,779.2846069,781.6638184,777.921875,778.357666,778.9246216,709.2247314,705.0894775,712.90802,707.5535889,705.3413086,706.6975098,708.0534058,B,Operator 1,10ppb
757.8511353,761.4511719,760.9500122,763.6948853,757.0784912,762.6830444,759.8880615,693.088501,690.3746338,689.9624023,691.3009033,692.4533081,692.5130005,688.5700073,B,Operator 1,10ppb
744.4196167,747.960144,743.7025146,750.104126,745.9402466,743.9474487,742.9210815,679.0878296,675.5912476,678.4475098,677.3641968,677.6589966,673.7310791,676.5517578,B,Operator 1,10ppb
727.7184448,732.6380005,731.2155151,732.4202881,734.1273804,732.4271851,733.1699219,665.4802856,664.9316406,664.3969727,664.0961914,661.8890991,666.2208862,666.3925781,B,Operator 1,10ppb
715.6199341,712.8009644,717.5269165,713.3834839,715.5379028,715.7897949,718.8925171,656.6958618,648.6343994,651.6989136,651.5900269,647.8181152,650.6663818,651.1733398,B,Operator 1,10ppb
701.0663452,703.6439819,703.0032959,704.7672729,701.5689087,699.3731689,700.3991089,639.4683838,638.0115356,637.3646851,638.0456543,635.6490479,634.3646851,640.1571045,B,Operator 1,10ppb
683.317749,686.5567017,683.083313,683.1265259,683.7927856,681.0205078,686.1552734,622.5129395,623.0385742,624.305542,622.0545654,618.151123,621.6052246,617.9367065,B,Operator 1,10ppb
666.3016357,671.1565552,669.2163086,671.3526611,666.8790283,666.6817627,668.1923218,608.9188232,608.0773315,607.5623779,609.1821289,606.5692749,604.2993164,606.5722656,B,Operator 1,10ppb
653.267334,652.2763062,652.7283325,653.0339355,656.1131592,652.2550049,652.9299927,600.9863281,594.5151367,589.7775269,594.0609741,592.7402954,593.369873,597.6412354,B,Operator 1,10ppb
636.1027832,638.5326538,634.6866455,637.8474731,637.2059326,638.2324829,638.9054565,582.6008301,581.0026245,582.0796509,575.6743774,579.4834595,579.9553223,578.4934692,B,Operator 1,10ppb
622.4422607,626.9747314,624.7310181,623.0496216,622.8600464,626.2649536,622.1993408,566.9163818,565.4829712,566.8466187,568.6997681,566.6415405,569.2768555,568.7075806,B,Operator 1,10ppb
608.0527954,606.4735107,604.715332,605.3657227,602.4855347,611.9922485,604.46698,550.0234375,552.2846069,552.9400635,552.1345215,550.5917969,550.7494507,550.9500122,B,Operator 1,10ppb
590.4193115,591.701355,592.1281128,591.4139404,591.3666992,586.6282349,589.7734985,536.5030518,538.0011597,538.2688599,541.850708,536.2930298,534.6447754,536.8295898,B,Operator 1,10ppb
575.7235718,576.4475708,578.045166,578.0075684,576.8968506,575.9406128,578.8052979,528.2672729,523.7426147,526.2519531,524.3259888,523.5197144,526.7700806,520.9388428,B,Operator 1,10ppb
562.9691162,561.4438477,561.0803223,562.6676636,564.5783691,558.5066528,563.8399048,512.7015381,513.1186523,511.576355,509.1596985,515.6027222,508.4359741,511.7807312,B,Operator 1,10ppb
550.362915,546.1306763,549.9650269,549.7612915,552.5158691,551.5122681,549.4939575,496.2296753,499.4687805,498.3472595,499.0201416,497.8330688,496.7034607,501.3296509,B,Operator 1,10ppb
530.7684937,533.8216553,533.2059937,532.703186,534.755249,533.1505127,533.4935303,485.7452087,486.8614807,483.2652283,482.3971863,483.8986206,481.2058105,482.4515381,B,Operator 1,10ppb
518.6013184,520.6420898,519.8728027,519.4746704,516.6315308,519.2930908,519.2252808,472.7895813,469.8847351,467.3359375,469.8422852,469.781189,470.971283,469.5838318,B,Operator 1,10ppb
504.6498718,502.9703369,506.0719299,504.9337158,503.6894531,505.3197632,504.1558228,459.4512024,460.4655457,461.1677856,461.328186,459.0231628,459.8929443,457.2161255,B,Operator 1,10ppb
489.3643494,493.4823303,492.1384888,489.8468018,490.1113586,488.8972778,489.8715515,446.8032837,447.5663757,446.8471985,447.686676,445.6761169,443.6966858,445.1443787,B,Operator 1,10ppb
475.9278564,479.255188,478.3910828,479.2054138,477.6218567,479.1795654,476.3913574,435.3247681,435.8853149,436.1210632,436.6322937,435.6423645,436.3602295,438.086853,B,Operator 1,10ppb
463.9372864,462.8210144,463.8642578,462.9440613,462.7170715,463.0175476,463.0378113,422.6121216,417.8387146,418.7149658,420.8141174,421.0222473,423.5491638,421.8218384,B,Operator 1,10ppb
452.8513184,451.9820251,450.3448181,451.1234741,449.249939,450.3150635,448.9237366,412.9395447,411.3444214,411.2740784,409.0687561,412.1347656,409.1497192,410.7878113,B,Operator 1,10ppb
439.1333008,436.6765747,438.3692322,440.446106,439.1858521,437.955658,440.2502441,397.8632507,397.7564392,399.9818726,398.0216064,399.1662292,399.505249,399.4425964,B,Operator 1,10ppb
424.5924683,426.1812439,427.0252075,426.6444092,424.3453064,425.1753235,425.1034546,388.4217529,388.1994934,386.0977478,387.5032349,383.2368469,386.605896,387.490448,B,Operator 1,10ppb
412.0476685,411.9320679,413.2546082,415.5286255,412.4508057,412.5223694,410.3063354,377.3304138,375.3562012,374.7942505,376.7942505,375.1572266,377.2519226,378.5271912,B,Operator 1,10ppb
399.9906006,398.3694458,400.9136353,397.8199158,399.5500793,398.4675293,396.6418457,365.131012,361.8558044,362.449585,363.9428711,365.5246887,362.9861755,362.0728149,B,Operator 1,10ppb
390.0171204,390.3657837,386.6029358,387.1511536,388.5537415,390.0148315,384.0055542,354.5522461,353.36026,355.4812622,354.1528625,352.5859375,350.8780212,353.6247559,B,Operator 1,10ppb
376.428894,376.5892639,377.5917358,375.2684937,376.4269714,376.4250488,375.296875,344.8904724,344.0889893,343.927124,342.8215637,344.5090332,344.9910278,343.646698,B,Operator 1,10ppb
367.9675903,363.2359619,364.6033936,365.1014709,365.3649292,366.2428894,366.9263306,333.5507202,332.1438293,334.6966248,333.1535645,334.1675415,333.8592834,332.1633911,B,Operator 1,10ppb
354.8891602,355.7698364,355.401123,352.3069763,352.5940247,355.2870483,353.6784363,322.7460327,322.4111938,322.3606567,321.5899963,320.8770142,320.9432068,324.4155884,B,Operator 1,10ppb
342.5637817,341.668396,342.6041565,343.1636658,341.733551,343.1200562,342.0903015,310.4763184,311.7874756,312.8945923,312.0726929,312.0925293,309.5717468,311.3057861,B,Operator 1,10ppb
335.4049072,333.1194153,334.0311584,333.2868652,333.6549072,333.856842,333.2674255,306.0116272,302.9761353,303.8130188,305.8514404,303.6587219,303.2807312,302.8448181,B,Operator 1,10ppb
324.3492737,324.6616821,323.4741211,323.5003357,324.723053,322.4463501,324.5774536,295.8952637,299.0945129,295.4685364,294.0391541,296.7946777,295.5449829,296.3746338,B,Operator 1,10ppb
314.7732239,314.0727234,313.9522095,312.2743835,312.9608154,312.5737305,312.9441223,288.7722473,285.7406311,288.1107178,286.6349182,286.8068848,287.4298096,285.1959839,B,Operator 1,10ppb
303.5224609,303.7123108,304.435791,302.2593689,304.5892944,301.7329407,303.2902832,278.1708679,278.2705078,274.7117004,276.4996948,279.3034973,276.6434937,277.8457947,B,Operator 1,10ppb
292.8495789,294.782196,291.9406738,292.9486389,293.3138123,293.2705688,291.4081726,267.604126,268.9239807,265.1263123,266.0870972,267.3933105,266.8777771,266.5929871,B,Operator 1,10ppb
285.4233704,287.1235352,286.955719,285.4648743,284.6686096,285.4429626,284.928009,259.7201843,260.1208191,259.6973267,261.3896179,260.1663513,262.5108643,259.8083801,B,Operator 1,10ppb
275.3721924,276.5192871,275.829834,276.2286377,275.7037659,275.0,275.7951355,252.9367828,252.5002594,252.6854248,253.3760071,253.8786774,250.4935303,251.2321777,B,Operator 1,10ppb
269.6668396,266.3666687,265.6751709,267.9969482,268.0536194,266.265625,266.4819641,243.5836792,246.7579346,247.1289215,243.122467,244.582428,244.2692108,243.6809082,B,Operator 1,10ppb
40.12794495,39.89656067,40.73342133,40.02343369,40.31855392,40.32450104,39.64406204,36.63996887,37.03189087,36.99263382,36.50814056,37.15356445,36.17077637,36.96190262,B,Operator 1,1ppb
46.59376526,46.78437424,46.05014801,47.40712738,46.48057556,45.7395401,47.02746582,42.1207695,42.15269089,42.17827225,42.37733459,42.18979263,42.28816986,42.17420578,B,Operator 1,1ppb
51.46977234,51.61147308,51.88731003,50.80305862,50.53704453,51.82023239,50.79789734,47.27359009,46.88803101,47.0799408,45.96792984,46.54224014,46.15481567,46.86220551,B,Operator 1,1ppb
58.02009201,58.63249588,58.80947876,58.64340973,57.48038864,58.38977814,57.7052803,52.89287567,53.13453293,52.56305695,53.82600021,53.85970688,53.77349472,53.5007515,B,Operator 1,1ppb
65.94658661,66.14715576,64.47755432,64.88179779,65.26841736,65.92397308,66.32836914,60.21823502,60.00285339,59.46098328,59.04546738,60.1853981,59.98932266,59.8903656,B,Operator 1,1ppb
74.74285126,76.38025665,75.10623932,76.10331726,76.10354614,75.16469574,75.22781372,69.37908936,68.28636932,67.86160278,68.72026825,69.75517273,68.11363983,69.49472046,B,Operator 1,1ppb
86.57539368,85.52685547,85.58586884,85.45988464,86.9025116,86.34686279,85.17188263,78.31315613,79.38792419,78.99308014,78.90445709,78.6378479,78.59604645,79.17359161,B,Operator 1,1ppb
