CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
147.2002716,146.5070648,146.4807587,147.7921906,145.0599365,145.6794281,147.6046295,134.7871094,133.9551392,132.1466217,135.3287659,135.2941284,135.5159912,134.1799927,B,Operator 1,1pM Pb
204.9257813,205.0835266,205.0439453,205.2356262,205.2037506,205.3944702,204.7221832,186.4589844,188.4083252,186.900177,190.6609192,188.5248566,190.6694031,189.8017426,B,Operator 1,1pM Pb
53.90026093,54.02941895,53.99852753,53.46618652,54.61824799,55.24987793,53.82616806,49.77514648,49.49496841,48.84646225,49.45397186,50.23106003,49.50479889,50.5416832,B,Operator 1,1pM Pb
77.34391785,76.71846771,76.1979599,77.00152588,76.10614014,76.78426361,76.98825836,71.39520264,70.65354919,70.90756989,69.88768005,70.74127197,69.87465668,71.16134644,B,Operator 1,1pM Pb
283.3536987,284.6309204,283.0502625,284.7614441,282.7249756,281.867157,280.0227356,258.5671387,259.1109009,259.9255371,262.039978,260.0334473,261.6510925,262.0578613,B,Operator 1,1pM Pb
106.9382629,106.4027634,106.690361,106.7404556,108.6431732,107.0043335,107.7442093,98.35449219,98.05234528,98.50704956,99.59133148,98.45292664,98.26046753,97.74997711,B,Operator 1,1pM Pb
173.1953888,172.9638062,173.0715179,173.2458954,172.6779175,174.0975037,173.8095245,159.4502106,157.758606,159.5962067,158.7350006,159.737381,158.9592743,159.2865753,B,Operator 1,1pM Pb
63.223423,63.47885132,62.94324875,62.08079529,62.6901474,62.75156021,62.91552734,57.90971756,57.1415062,56.86051941,58.35240173,58.6925354,58.94868851,57.20289612,B,Operator 1,1pM Pb
277.0106201,277.779541,275.2584229,276.4605408,275.6288147,275.8811951,277.3419495,253.6264343,253.1454315,253.053009,254.9974976,253.9644775,254.661972,255.919281,B,Operator 1,1pM Pb
829.7971802,827.5755005,830.0235596,829.958313,832.22229,826.7406616,827.7650757,754.736084,755.5087891,763.4544067,757.28479,765.2059937,762.4304199,763.8729858,B,Operator 1,1pM Pb
124.2119446,122.3671799,122.5475922,123.396759,122.7858887,122.8051224,122.5466156,112.7561951,111.9192657,112.9100113,112.529274,113.886734,114.3675537,112.5452347,B,Operator 1,1pM Pb
435.7799072,436.7224426,435.3317566,434.6552734,434.5901184,434.2561951,439.1893921,397.2397766,398.8992615,400.4706726,400.5955811,399.9936523,399.0450745,397.5481262,B,Operator 1,1pM Pb
448.3182983,444.7692566,447.5084229,448.5892334,447.2624207,446.9005737,443.7910156,409.9709473,411.1712341,408.5679321,409.9787292,408.7394104,409.5347595,412.3138733,B,Operator 1,1pM Pb
542.1916504,542.328125,543.7471313,546.6679077,541.9059448,542.9128418,542.3544312,495.8283081,495.7649231,499.0524902,497.4145203,500.4272461,498.4092102,499.8283386,B,Operator 1,1pM Pb
600.7061768,604.5761719,602.6107178,602.7363281,605.5886841,602.4766846,601.3850098,552.0048218,550.0166016,548.5698853,552.8718872,554.6101074,555.8955688,555.758728,B,Operator 1,1pM Pb
86.84365082,86.12954712,86.42671967,85.99272919,86.45550537,86.94522095,86.3234787,79.5872879,78.58751678,79.39544678,79.18576813,79.43221283,79.94978333,79.86476898,B,Operator 1,1pM Pb
813.3845215,808.9447632,812.1522217,811.7706299,816.0131836,810.5073853,810.6203003,735.9876099,744.3695679,740.0889282,744.1299438,744.1633301,745.642395,748.855835,B,Operator 1,1pM Pb
384.0326233,384.3053589,387.2472534,384.0801086,387.1626587,383.8056946,387.0046082,350.9976196,351.1119995,351.5415955,352.1332092,353.3895264,354.3425903,355.0819092,B,Operator 1,1pM Pb
75.93047333,75.37696838,74.46086884,74.85218048,74.7533493,74.81562805,75.53591919,68.75009918,69.03575897,68.93347931,68.1059494,70.29924774,68.91524506,68.72629547,B,Operator 1,1pM Pb
235.361908,234.8513641,235.3905182,237.1300812,235.0052948,233.8982544,234.9549561,216.6343689,214.5579834,215.5953369,217.5555878,216.1377869,217.1975861,216.9618073,B,Operator 1,1pM Pb
141.9966431,140.844635,141.8469696,141.4620514,142.7131195,141.4164581,140.9763336,129.3235474,129.3394775,128.2578583,130.547287,130.9319,129.0704498,129.3714447,B,Operator 1,1pM Pb
514.2385864,512.2115479,513.7055054,517.7338257,517.4425659,513.3857422,517.1361694,471.2254639,469.7629395,472.0456238,470.1188354,471.7173462,472.5259094,473.5935974,B,Operator 1,1pM Pb
37.58203125,37.32862854,37.42486954,38.13825226,37.88665009,38.09658051,37.91068649,35.10334396,34.45633316,33.93041611,35.22010422,34.58428574,34.67506409,35.26727676,B,Operator 1,1pM Pb
240.1700745,240.7331085,242.1341248,241.2541656,241.5526276,240.4686432,242.6860809,220.5137024,220.228653,219.7414551,222.2308807,220.89151,221.8122101,223.3331757,B,Operator 1,1pM Pb
375.4646301,377.0379028,373.6310425,374.1113892,373.4317627,374.292511,373.9310608,341.7233887,344.0536499,343.7654419,344.7746887,344.2617798,345.1629333,343.7989197,B,Operator 1,1pM Pb
50.11603928,51.26623535,50.02465439,50.53027725,50.17726135,51.01337814,51.22745514,45.97610474,47.0730896,46.20758057,46.6532402,46.85873795,46.71378326,45.95259857,B,Operator 1,1pM Pb
322.7781982,323.3766479,322.2041016,323.4906311,323.5982971,323.5159302,322.6592712,295.4083252,293.6273804,293.8834534,296.1559448,297.3227234,298.6695862,296.9671936,B,Operator 1,1pM Pb
103.0636749,104.3423691,102.6982727,104.4829636,103.7514191,103.8397903,103.9420776,95.23884583,94.91257477,96.16040802,94.98216248,95.46913147,94.8864975,96.73667145,B,Operator 1,1pM Pb
185.4808197,186.2848358,186.1660919,185.1676331,187.0771332,185.1974792,187.6143036,169.5905457,168.9067993,170.4755402,171.7709351,171.1585083,170.7787476,171.5266418,B,Operator 1,1pM Pb
485.9963989,488.500824,488.8971863,485.8942261,488.1593628,486.3786316,486.9585266,446.2431946,444.8720093,448.0262146,446.3164368,446.9699402,451.2319031,450.4222107,B,Operator 1,1pM Pb
314.736145,313.2953491,311.7841797,313.3765869,313.0935669,311.6654053,312.8381348,285.2714539,284.7745361,284.9902954,288.6983337,288.4963074,288.5849304,286.9318237,B,Operator 1,1pM Pb
199.1373596,198.846344,198.204834,198.0265503,197.866394,198.5376129,199.8457489,182.4026184,182.5018005,183.7810822,183.2196808,183.2080231,181.7931671,183.6498413,B,Operator 1,1pM Pb
424.9215698,426.2391663,424.7678833,423.1360168,424.9396667,422.4368591,424.5125427,385.9396362,387.2142334,387.9074402,390.3566284,389.5637512,390.4134521,390.3878479,B,Operator 1,1pM Pb
461.011261,464.1645813,460.1260986,461.4036255,463.9385376,461.0184021,462.0900879,420.837616,420.7907104,420.885376,423.1791687,422.7286377,427.069397,424.1875916,B,Operator 1,1pM Pb
179.1795044,177.6097565,178.0635376,178.8633881,178.8450928,177.2036896,181.0337982,163.124527,163.7409515,164.7590332,164.5843811,164.6113892,163.5095825,164.3007965,B,Operator 1,1pM Pb
72.72188568,72.97276306,72.70797729,73.0795517,72.22128296,71.90291595,73.02823639,67.00276184,66.10235596,66.13223267,66.87412262,67.38540649,66.66360474,66.51282501,B,Operator 1,1pM Pb
343.559906,341.3330383,345.2210999,340.8386536,344.5195618,341.548584,341.5311279,312.4437256,311.2792358,312.274231,314.7535706,312.1133728,314.0762939,317.0963135,B,Operator 1,1pM Pb
251.2705078,251.5304108,250.9190979,251.7839966,249.3004608,250.6251984,250.7680664,229.280899,230.4474182,228.0469208,230.6631622,232.0280304,230.9324036,232.3346252,B,Operator 1,1pM Pb
88.59249878,89.30747223,89.96946716,89.20079803,89.95726776,90.05226135,89.20801544,82.65441132,82.07315826,82.08919525,81.78903961,81.95846558,82.67806244,82.09693146,B,Operator 1,1pM Pb
156.2356873,156.7324371,155.3502197,156.3219452,155.6352081,156.1017761,156.5092468,143.657547,141.3698578,141.9156189,143.9255829,144.7649078,143.1313934,143.4403381,B,Operator 1,1pM Pb
168.7398376,168.1372375,168.9670715,167.0053406,168.2879333,168.7419739,166.8623962,154.0019379,153.1248169,153.5532837,154.0887451,155.8587799,154.3506927,156.1929626,B,Operator 1,1pM Pb
473.6266785,473.0739746,473.9656677,472.7650146,475.1401062,473.0622559,475.4489746,435.5570984,434.9659119,436.1121216,434.9857788,436.6965637,435.6079407,435.9899902,B,Operator 1,1pM Pb
45.3024826,45.95323944,45.38614655,45.82891846,45.15910339,44.91323471,45.52149963,41.3902092,41.82556534,41.62705231,41.9794693,41.84439087,42.50266647,42.08916473,B,Operator 1,1pM Pb
530.7132568,529.1814575,532.3225098,531.2961426,528.3284302,527.8772583,528.4970703,490.8259888,486.2516174,481.2277832,487.5472412,487.3125305,484.1073914,485.0482483,B,Operator 1,1pM Pb
93.1418457,93.24624634,92.40887451,93.34290314,92.70001221,92.45552826,92.8483963,84.18300629,84.45561981,84.15460205,85.32390594,85.73617554,86.47724152,84.70075989,B,Operator 1,1pM Pb
219.097641,219.6576233,217.902771,220.2898102,220.0057831,218.8861694,220.0806122,201.0128784,201.6774292,200.1982117,201.6611633,203.6752014,200.9141541,202.0574951,B,Operator 1,1pM Pb
95.29083252,96.12178802,95.51377106,96.35440826,96.54193878,94.65630341,95.53481293,87.80844879,87.62779236,87.90062714,87.3944397,87.38136292,87.37346649,88.98629761,B,Operator 1,1pM Pb
213.4045715,212.9904327,211.3896027,213.1631012,211.3375397,215.1645966,212.1231689,194.9272461,193.2134552,194.8112335,195.8291626,195.4553986,196.6257019,197.7003937,B,Operator 1,1pM Pb
409.5105896,409.2052307,409.4870605,412.6542969,411.6729736,411.1477051,410.6453552,376.973053,375.8721924,377.1254883,377.1978455,376.9572754,377.7000427,378.8815002,B,Operator 1,1pM Pb
59.62072372,60.38714981,60.99418259,59.54141617,60.59635162,60.12728119,60.14863586,55.01958847,55.27614594,55.6803627,55.33565903,55.96492767,55.54608154,55.42967224,B,Operator 1,1pM Pb
366.3600464,366.821106,363.5689697,364.0159607,364.1454163,361.8924561,362.4683533,332.8703613,334.2934265,331.275177,335.3089905,333.0471497,334.7337646,333.4797363,B,Operator 1,1pM Pb
398.3319702,397.9312744,397.3676147,399.3283386,399.3495483,396.932312,399.1082764,369.1908875,366.4370422,368.7311401,365.6495361,369.077179,367.0055542,367.5117798,B,Operator 1,1pM Pb
267.2682495,269.6274414,267.9696655,268.5184937,268.9759827,266.7087402,266.7340698,246.8201904,244.6621399,244.3408203,246.451004,246.7532501,246.1500854,246.7437134,B,Operator 1,1pM Pb
83.26840973,84.07066345,84.30545044,84.10337067,83.96994781,83.02672577,83.58318329,77.69091034,76.34951019,76.08524323,76.28117371,77.73612976,76.48820496,76.89723206,B,Operator 1,1pM Pb
356.0846863,355.0000916,354.078949,356.4989319,356.5918884,355.2833252,354.6453247,325.2572937,325.5474548,323.2865906,324.9208069,326.3003235,329.7753601,325.6639709,B,Operator 1,1pM Pb
58.99039459,58.97712708,59.04212189,59.08375549,58.13610458,58.07953644,58.77388382,53.4105835,53.78002548,53.55649948,54.1609993,54.12154007,54.10172272,53.64199448,B,Operator 1,1pM Pb
226.4356079,227.3735199,227.748642,228.4108582,226.3166046,226.6901093,226.8985291,208.6539001,207.0814972,208.2913055,209.2756653,209.2444611,209.6364441,211.5811615,B,Operator 1,1pM Pb
293.6588135,294.078186,295.5684204,295.7937622,289.3468018,293.851593,295.4421692,268.5873718,268.000061,269.0709534,272.8838806,270.5598145,270.9786072,271.9038086,B,Operator 1,1pM Pb
303.1219177,303.4977112,303.7098083,302.1542358,303.7119446,300.2832031,303.6416016,278.5789185,275.9040222,276.8214111,278.7759705,278.8612976,279.0115662,281.3225098,B,Operator 1,1pM Pb
