Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Operator,Batch,Concentration
63.517273000000046,65.30053710000004,67.26617439999995,68.38934319999998,65.47607419999997,62.87042240000005,61.93481439999994,Operator 1,B,1pM Pb
12.310226400000005,10.586639399999996,10.690635700000016,10.43097689999999,10.195182799999998,9.137931899999998,10.877624499999982,Operator 1,B,1pM Pb
5.7179451000000014,6.114612580000006,5.312988279999999,5.47795867,5.110942840000007,5.771999360000002,5.301361079999992,Operator 1,B,1pM Pb
5.183662409999997,4.476676939999997,4.866207120000006,2.3657913199999996,4.4092865,3.51938629,3.517009739999999,Operator 1,B,1pM Pb
4.348667150000004,4.74102783,5.68655777,4.257240299999999,4.506847390000004,4.176208500000001,4.35884094,Operator 1,B,1pM Pb
11.26757050000002,10.554214400000006,10.815521199999992,10.116416900000004,13.974792399999984,10.921096799999987,11.146377499999986,Operator 1,B,1pM Pb
2.9420509300000006,2.566894529999999,2.5865173299999995,2.684024810000004,3.727302550000001,1.7259674099999955,3.5171546900000052,Operator 1,B,1pM Pb
2.6824531500000006,4.242107390000001,3.5416832000000014,2.537101739999997,2.4225349399999985,3.485816960000001,1.9548149100000032,Operator 1,B,1pM Pb
1.9518299100000007,2.12117005,1.9850006100000002,1.540414809999998,1.8462257300000005,1.3923168200000013,1.8023929599999988,Operator 1,B,1pM Pb
65.37023929999998,60.5627442,68.71429440000009,62.79797359999998,58.73120119999999,61.7853394,58.70611569999994,Operator 1,B,1pM Pb
3.4546299000000005,3.322996139999997,2.689245230000001,3.4295215599999977,2.53962898,2.5999736700000007,3.6339988700000028,Operator 1,B,1pM Pb
2.8744621299999977,3.0112323800000027,2.736911769999999,2.508272169999998,2.7840213799999987,2.8288593300000002,3.42448426,Operator 1,B,1pM Pb
57.67236330000003,64.640625,60.84478760000002,62.82397460000004,58.520568899999944,56.378051700000015,52.294799900000044,Operator 1,B,1pM Pb
5.0704841599999995,3.8868370100000007,4.536735530000001,2.8820228499999985,3.607589730000001,3.446224220000005,5.197303769999998,Operator 1,B,1pM Pb
1.983444219999999,2.0994911199999997,1.862869270000001,2.66755676,1.3699893900000006,1.6899795599999976,2.7660140999999996,Operator 1,B,1pM Pb
2.2276821200000008,2.6338615400000016,2.2991161300000016,3.135511389999998,3.105171200000001,2.19739723,3.346162800000002,Operator 1,B,1pM Pb
3.04259682,2.481214519999998,2.6064834599999998,2.268053049999999,2.2736778199999996,2.1353988699999995,1.9010143300000024,Operator 1,B,1pM Pb
3.2530040699999994,2.8179569199999968,2.2764377600000003,1.927278519999998,1.884250650000002,2.329664229999999,2.975324630000003,Operator 1,B,1pM Pb
2.666316990000002,2.6418590500000008,3.0149059299999976,2.583150869999997,1.6652679500000005,2.2407093099999997,2.912307740000003,Operator 1,B,1pM Pb
63.59973149999996,60.96112060000007,63.24890130000006,58.24243160000003,53.61749270000007,56.27166740000007,51.96343999999999,Operator 1,B,1pM Pb
1.9314994799999994,2.2718792000000008,1.8460845999999975,1.8312587800000024,1.9341392499999976,1.6415596000000008,1.7582492800000011,Operator 1,B,1pM Pb
2.2006435400000015,2.09673119,2.0235366799999994,1.2810153899999968,1.2331295000000004,1.4730987499999983,1.419486990000003,Operator 1,B,1pM Pb
2.7669315299999973,2.4776630399999995,2.6105480199999995,3.12853432,2.353126530000001,3.0583000199999972,3.0453395800000003,Operator 1,B,1pM Pb
2.0694141399999992,0.7369251299999995,1.5802268900000023,2.1118564599999985,2.3735313399999995,1.0102195800000011,2.197240830000002,Operator 1,B,1pM Pb
59.044616700000006,61.07067870000003,62.38201909999998,61.329956100000004,52.10040279999998,54.236877400000026,55.375793499999986,Operator 1,B,1pM Pb
1.9726619699999972,1.6360206599999998,1.4554672199999992,1.7661533400000025,1.0008907299999983,1.809366230000002,0.8636989600000007,Operator 1,B,1pM Pb
1.7346191399999995,1.6566715199999997,2.2849082900000006,2.1038818399999997,1.256467820000001,1.394483570000002,2.117444989999999,Operator 1,B,1pM Pb
2.70892143,1.62965393,1.92451668,1.11313247,1.125488279999999,1.3021278400000007,1.59144783,Operator 1,B,1pM Pb
1.382910729999999,1.3469753300000011,1.6594572099999993,1.5386657699999997,1.6558809300000021,1.4674329700000008,1.1294870400000026,Operator 1,B,1pM Pb
1.9097156500000025,1.5818347899999985,1.87098503,1.1030273499999979,1.9889717100000013,1.8684730500000022,1.6991252899999978,Operator 1,B,1pM Pb
1.8080921100000005,1.2642030699999989,1.6921005299999994,1.2214031199999997,0.7836389499999985,1.0353565200000006,0.6914520299999989,Operator 1,B,1pM Pb
52.051147499999956,54.07910149999998,56.69024660000002,54.12341309999999,55.61914060000004,53.118408300000056,53.84716800000001,Operator 1,B,1pM Pb
1.252369879999998,1.4928741500000005,1.1286068,1.5531349199999998,1.5013351499999992,2.097652439999999,0.8109874699999988,Operator 1,B,1pM Pb
1.2259588200000007,1.2400560400000007,1.5840730700000005,1.4675617200000008,0.99696636,1.8791284499999996,1.3200263999999997,Operator 1,B,1pM Pb
46.154968199999985,53.349487299999964,50.59490970000002,54.81628420000004,47.489868200000046,47.763915999999995,45.78747559999999,Operator 1,B,1pM Pb
45.41302489999998,49.713256799999954,52.421875,51.561584500000095,45.181945799999994,44.22894289999999,48.563842799999975,Operator 1,B,1pM Pb
1.06313134,1.3333969099999994,0.95530033,1.33292198,1.5297689399999985,0.5568380299999998,1.2176170399999986,Operator 1,B,1pM Pb
0.8810567900000006,1.6938962900000014,1.4157943700000004,1.2671461099999988,1.2004356400000002,0.8171892199999995,1.2094526299999995,Operator 1,B,1pM Pb
1.9339265800000014,1.5822124399999993,0.9063968699999982,0.6948966900000002,1.7858009400000014,1.41986275,1.3692912999999969,Operator 1,B,1pM Pb
1.8381824499999997,0.7562446600000001,0.8592052500000005,1.2973632800000008,0.5713596299999999,1.162023549999999,1.6821975699999996,Operator 1,B,1pM Pb
1.0910730399999995,1.6813955299999996,1.2635374000000006,1.12436486,1.4041919700000012,0.8224258399999993,1.0331974000000006,Operator 1,B,1pM Pb
0.7189254700000003,1.4718847199999985,1.0497827500000003,0.8333854600000006,0.48329543999999913,0.9648561400000002,1.0825252500000015,Operator 1,B,1pM Pb
0.7932977699999988,1.10652447,0.4922456799999999,0.5021266900000008,0.3159913999999997,0.9994420999999996,0.5671625200000001,Operator 1,B,1pM Pb
45.33749389999997,45.938140799999985,51.38168330000002,47.30062870000006,41.07098389999999,38.33843989999991,44.71618649999999,Operator 1,B,1pM Pb
0.8393688200000007,1.0320997300000005,0.6453571300000007,0.9501619399999992,0.9909582100000005,0.8911752699999997,1.40004158,Operator 1,B,1pM Pb
0.8856954559999988,0.9532451630000001,0.6953029630000014,0.6398048359999997,1.5190553690000002,0.8313159960000007,0.8521966899999995,Operator 1,B,1pM Pb
0.645064360000001,1.0263853000000012,0.8274803199999994,0.8134784700000015,0.978567120000001,0.93175411,0.6960897399999997,Operator 1,B,1pM Pb
1.0950632139999996,0.7885236710000001,1.4921112060000006,1.0249118849999999,0.5527887329999999,0.3396043800000008,0.4424734069999996,Operator 1,B,1pM Pb
1.4768896100000006,1.039671890000001,0.6690998099999987,0.942353240000001,0.8021011400000013,0.7031927099999997,1.0800676339999988,Operator 1,B,1pM Pb
0.9053764329999989,0.7240018849999998,0.9846372619999997,0.8390884439999997,0.971696849999999,0.490077973,1.3504552879999991,Operator 1,B,1pM Pb
0.8014197350000005,0.8817529669999997,0.7122673990000008,0.5247502329999998,0.7246823310000003,0.33060884400000035,0.6359591479999995,Operator 1,B,1pM Pb
45.335205099999996,46.63601679999999,46.53704830000004,38.5359497,41.96594240000002,40.96466069999997,41.600646900000015,Operator 1,B,1pM Pb
1.3116579050000006,0.6748666770000007,0.8575429920000008,0.7849550250000004,0.7796611789999996,0.568751335,0.7438545230000013,Operator 1,B,1pM Pb
36.00787349999996,43.92755120000004,39.5519104,43.78665159999997,39.14108279999999,35.467986999999994,38.09576420000002,Operator 1,B,1pM Pb
0.6789350509999998,0.9326581949999984,0.4143257140000003,0.6349849699999996,0.6863317490000007,0.8231229780000007,0.8493185049999994,Operator 1,B,1pM Pb
41.714172399999995,37.50329590000001,39.350372300000004,39.6609497,32.436187700000005,37.124023499999964,33.70175169999999,Operator 1,B,1pM Pb
0.7562580109999999,0.7329082489999994,0.4437856680000003,0.3144903180000007,0.9984149930000008,0.6349334710000001,0.6686210629999998,Operator 1,B,1pM Pb
34.809265100000005,32.83279419999997,35.7773742,39.24310300000002,36.32409670000004,37.072479199999975,36.607299799999964,Operator 1,B,1pM Pb
0.5668487550000005,0.7261762619999992,0.8543128969999989,0.4080653189999994,1.2072162629999994,0.6501264570000007,0.5973377229999999,Operator 1,B,1pM Pb
